,volume,value,sojinrate,high,covolume,l_change,o_diff,marketcap,low,h_sign,chdegree,shcode,o_change,l_diff,diff,date,open,sign,h_diff,h_change,ppvolume,l_sign,changerate,fpvolume,o_sign,change,close,diff_vol
7538,1180,0,0,13200,0,0,4.76,70387,12600,2,0.00,000020,600,0.00,0.00,19870501,13200,3,4.76,600,0,3,0.02,0,2,0,12600,1080.00
7539,100,0,0,12600,0,90,0.72,70387,12600,2,0.00,000020,90,0.72,0.72,19870430,12600,2,0.72,90,0,2,0.00,0,2,90,12600,-37.50
7540,160,0,0,12510,0,100,0.81,69885,12500,2,0.00,000020,100,0.81,0.89,19870429,12500,2,0.89,110,0,2,0.00,0,2,110,12510,700.00
7541,20,0,0,12400,0,-600,-4.62,69270,12400,5,0.00,000020,-600,-4.62,-4.62,19870428,12400,5,-4.62,-600,0,5,0.00,0,5,600,12400,-96.67
7542,600,0,0,13000,0,-600,-2.99,72622,12800,5,0.00,000020,-400,-4.48,-2.99,19870427,13000,5,-2.99,-400,0,5,0.01,0,5,400,13000,20.00
7543,500,0,0,13400,0,0,0.00,74856,13400,3,0.00,000020,0,0.00,0.00,19870425,13400,3,0.00,0,0,3,0.01,0,3,0,13400,-50.00
7544,1000,0,0,13400,0,10,0.07,74856,13400,2,0.00,000020,10,0.07,0.07,19870424,13400,2,0.07,10,0,2,0.02,0,2,10,13400,88.68
7545,530,0,0,13400,0,-400,0.00,74800,13000,3,0.00,000020,0,-2.99,-0.07,19870423,13400,5,0.00,0,0,5,0.01,0,3,10,13390,23.26
7546,430,0,0,13400,0,0,0.00,74856,13400,3,0.00,000020,0,0.00,0.00,19870422,13400,3,0.00,0,0,3,0.01,0,3,0,13400,-48.81
7547,840,0,0,13500,0,0,0.00,74856,13000,2,0.00,000020,0,0.00,3.08,19870421,13000,2,3.85,500,0,3,0.02,0,3,400,13400,4100.00
7548,20,0,0,13000,0,0,0.00,72622,13000,3,0.00,000020,0,0.00,0.00,19870420,13000,3,0.00,0,0,3,0.00,0,3,0,13000,0.00
7549,0,0,0,13000,0,-400,-2.99,72622,13000,5,0.00,000020,-400,-2.99,-2.99,19870418,13000,5,-2.99,-400,0,5,0.00,0,5,400,13000,-100.00
7550,360,0,0,13400,0,0,0.00,74856,13400,3,0.00,000020,0,0.00,0.00,19870417,13400,3,0.00,0,0,3,0.01,0,3,0,13400,157.14
7551,140,0,0,13400,0,-590,-4.61,74856,12210,2,0.00,000020,-590,-4.61,4.69,19870416,12210,2,4.69,600,0,5,0.00,0,5,600,13400,-6.67
7552,150,0,0,12800,0,-600,-4.48,71505,12800,5,0.00,000020,-600,-4.48,-4.48,19870415,12800,5,-4.48,-600,0,5,0.00,0,5,600,12800,-11.76
7553,170,0,0,13400,0,-600,-4.29,74856,13400,5,0.00,000020,-600,-4.29,-4.29,19870414,13400,5,-4.29,-600,0,5,0.00,0,5,600,13400,-71.67
7554,600,0,0,14000,0,600,4.48,78208,14000,2,0.00,000020,600,4.48,4.48,19870413,14000,2,4.48,600,0,2,0.01,0,2,600,14000,1100.00
7555,50,0,0,13400,0,0,0.00,74856,13400,3,0.00,000020,0,0.00,0.00,19870411,13400,3,0.00,0,0,3,0.00,0,3,0,13400,-50.00
7556,100,0,0,13400,0,0,0.00,74856,13400,3,0.00,000020,0,0.00,0.00,19870410,13400,3,0.00,0,0,3,0.00,0,3,0,13400,233.33
7557,30,0,0,13400,0,0,0.00,74856,13400,3,0.00,000020,0,0.00,0.00,19870409,13400,3,0.00,0,0,3,0.00,0,3,0,13400,-99.22
7558,3850,2,0,13700,0,-600,-4.29,74856,13400,5,0.00,000020,-600,-4.29,-4.29,19870408,13400,5,-2.14,-300,0,5,0.07,0,5,600,13400,702.08
7559,480,0,0,14100,0,-600,-4.11,78208,14000,5,0.00,000020,-600,-4.11,-4.11,19870407,14000,5,-3.42,-500,0,5,0.01,0,5,600,14000,-60.00
7560,1200,1,0,14800,0,400,3.52,81560,14600,2,0.00,000020,500,2.82,2.82,19870406,14700,2,4.23,600,0,2,0.02,0,2,400,14600,0.00
7561,0,0,0,14200,0,0,0.00,79325,14200,3,0.00,000020,0,0.00,0.00,19870404,14200,3,0.00,0,0,3,0.00,0,3,0,14200,0.00
7562,0,0,0,14200,0,-800,-5.33,79325,14200,5,0.00,000020,-800,-5.33,-5.33,19870403,14200,5,-5.33,-800,0,5,0.00,0,5,800,14200,0.00
7563,0,0,0,15000,0,-100,-0.66,83794,15000,5,0.00,000020,-100,-0.66,-0.66,19870402,15000,5,-0.66,-100,0,5,0.00,0,5,100,15000,0.00
7564,0,0,0,15100,0,-800,-5.03,84353,15100,5,0.00,000020,-800,-5.03,-5.03,19870401,15100,5,-5.03,-800,0,5,0.00,0,5,800,15100,-100.00
7565,100,0,0,15900,0,500,3.25,88822,15900,2,0.00,000020,500,3.25,3.25,19870331,15900,2,3.25,500,0,2,0.00,0,2,500,15900,-81.82
7566,550,0,0,15400,0,-750,-4.67,86029,15300,5,0.00,000020,-750,-4.67,-4.05,19870330,15300,5,-4.05,-650,0,5,0.01,0,5,650,15400,0.00
7567,0,0,0,16050,0,-800,-4.75,89660,16050,5,0.00,000020,-800,-4.75,-4.75,19870328,16050,5,-4.75,-800,0,5,0.00,0,5,800,16050,-100.00
7568,2730,2,0,17100,0,550,4.91,94129,16850,2,0.00,000020,800,3.37,3.37,19870327,17100,2,4.91,800,0,2,0.05,0,2,550,16850,-18.02
7569,3330,2,0,16300,0,160,1.03,91057,15660,2,0.00,000020,160,1.03,5.16,19870326,15660,2,5.16,800,0,2,0.06,0,2,800,16300,46.70
7570,2270,1,0,16200,0,90,0.78,86588,15500,2,0.00,000020,120,0.58,0.58,19870325,15530,2,5.13,790,0,2,0.04,0,2,90,15500,35.12
7571,1680,1,0,16000,0,-500,-2.58,86085,15000,2,0.00,000020,-400,-3.23,-0.58,19870324,15100,5,3.23,500,0,5,0.03,0,5,90,15410,147.06
7572,680,0,0,16000,0,-800,-1.84,86588,15500,5,0.00,000020,-300,-4.91,-4.91,19870323,16000,5,-1.84,-300,0,5,0.01,0,5,800,15500,1260.00
7573,50,0,0,16300,0,-800,-4.68,91057,16300,5,0.00,000020,-800,-4.68,-4.68,19870321,16300,5,-4.68,-800,0,5,0.00,0,5,800,16300,-98.79
7574,4140,2,0,17900,0,0,4.68,95526,17100,2,0.00,000020,800,0.00,0.00,19870320,17900,3,4.68,800,0,3,0.07,0,2,0,17100,170.59
7575,1530,1,0,17100,0,800,4.91,95526,17100,2,0.00,000020,800,4.91,4.91,19870319,17100,2,4.91,800,0,2,0.03,0,2,800,17100,-56.78
7576,3540,2,0,16300,0,50,0.32,91057,15550,2,0.00,000020,50,0.32,5.16,19870318,15550,2,5.16,800,0,2,0.06,0,2,800,16300,33.08
7577,2660,1,0,16000,0,-510,2.58,86588,14990,2,0.00,000020,400,-3.29,0.00,19870317,15900,3,3.23,500,0,5,0.05,0,2,0,15500,-25.70
7578,3580,2,0,15800,0,500,4.00,86588,15500,2,0.00,000020,600,3.33,3.33,19870316,15600,2,5.33,800,0,2,0.06,0,2,500,15500,33.09
7579,2690,1,0,15400,0,200,4.05,83794,15000,2,0.00,000020,600,1.35,1.35,19870314,15400,2,4.05,600,0,2,0.05,0,2,200,15000,205.68
7580,880,0,0,14990,0,-400,-0.07,82677,14600,5,0.00,000020,-10,-2.67,-1.33,19870313,14990,5,-0.07,-10,0,5,0.02,0,5,200,14800,-48.54
7581,1710,1,0,15000,0,600,4.17,83794,15000,2,0.00,000020,600,4.17,4.17,19870312,15000,2,4.17,600,0,2,0.03,0,2,600,15000,1040.00
7582,150,0,0,14400,0,600,4.35,80443,14400,2,0.00,000020,600,4.35,4.35,19870311,14400,2,4.35,600,0,2,0.00,0,2,600,14400,-67.39
7583,460,0,0,13800,0,0,0.00,77091,13200,2,0.00,000020,0,0.00,4.55,19870309,13200,2,4.55,600,0,3,0.01,0,3,600,13800,-55.77
7584,1040,0,0,13600,0,-200,0.15,73739,13200,2,0.00,000020,20,-1.49,-1.49,19870307,13420,5,1.49,200,0,5,0.02,0,2,200,13200,-44.39
7585,1870,1,0,13400,0,0,0.00,74856,13010,2,0.00,000020,0,0.00,3.00,19870306,13010,2,3.00,390,0,3,0.03,0,3,390,13400,120.00
7586,850,0,0,13500,0,-490,0.00,72678,13010,3,0.00,000020,0,-3.63,-3.63,19870305,13500,5,0.00,0,0,5,0.02,0,3,490,13010,-73.77
7587,3240,1,0,13810,0,-100,0.00,75415,13500,2,0.00,000020,0,-0.74,-0.74,19870304,13600,5,1.54,210,0,5,0.06,0,3,100,13500,-59.85
7588,8070,4,0,13900,0,0,0.00,75974,13500,2,0.00,000020,0,0.00,0.74,19870303,13500,2,2.96,400,0,3,0.14,0,3,100,13600,407.55
7589,1590,1,0,13700,0,400,4.58,75415,13500,2,0.00,000020,600,3.05,3.05,19870302,13700,2,4.58,600,0,2,0.03,0,2,400,13500,47.22
7590,1080,0,0,13100,0,600,4.80,73180,13100,2,0.00,000020,600,4.80,4.80,19870228,13100,2,4.80,600,0,2,0.02,0,2,600,13100,-26.03
7591,1460,1,0,12500,0,0,0.00,69829,12300,2,0.00,000020,0,0.00,1.63,19870227,12300,2,1.63,200,0,3,0.03,0,3,200,12500,31.53
7592,1110,0,0,12400,0,100,1.64,68711,12300,2,0.00,000020,200,0.82,0.82,19870226,12400,2,1.64,200,0,2,0.02,0,2,100,12300,-46.63
7593,2080,1,0,12490,0,0,0.00,68153,12000,2,0.00,000020,0,0.00,1.67,19870225,12000,2,4.08,490,0,3,0.04,0,3,200,12200,593.33
7594,300,0,0,12500,0,-500,0.00,67036,12000,3,0.00,000020,0,-4.00,-4.00,19870224,12500,5,0.00,0,0,5,0.01,0,3,500,12000,-25.00
7595,400,0,0,12500,0,0,0.00,69829,12500,3,0.00,000020,0,0.00,0.00,19870223,12500,3,0.00,0,0,3,0.01,0,3,0,12500,-66.10
7596,1180,0,0,12500,0,-810,-6.02,69829,12490,5,0.00,000020,-800,-6.09,-6.02,19870221,12500,5,-6.02,-800,0,5,0.02,0,5,800,12500,-55.30
7597,2640,1,0,13400,0,-400,-2.95,74298,13150,5,0.00,000020,-400,-2.95,-1.85,19870220,13150,5,-1.11,-150,0,5,0.05,0,5,250,13300,62.96
7598,1620,1,0,14100,0,-400,4.44,75694,13100,2,0.00,000020,600,-2.96,0.37,19870219,14100,2,4.44,600,0,5,0.03,0,2,50,13550,-22.49
7599,2090,1,0,13500,0,0,0.00,75415,13000,2,0.00,000020,0,0.00,3.85,19870218,13000,2,3.85,500,0,3,0.04,0,3,500,13500,58.33
7600,1320,1,0,13000,0,-520,-3.99,72622,12500,5,0.00,000020,-520,-3.99,-0.15,19870217,12500,5,-0.15,-20,0,5,0.02,0,5,20,13000,450.00
7601,240,0,0,13490,0,-580,-0.81,72734,13020,5,0.00,000020,-110,-4.26,-4.26,19870216,13490,5,-0.81,-110,0,5,0.00,0,5,580,13020,-70.00
7602,800,0,0,13700,0,100,0.74,75974,13600,2,0.00,000020,100,0.74,0.74,19870214,13600,2,1.48,200,0,2,0.01,0,2,100,13600,-32.77
7603,1190,1,0,13600,0,500,3.85,75415,13500,2,0.00,000020,500,3.85,3.85,19870213,13500,2,4.62,600,0,2,0.02,0,2,500,13500,10.19
7604,1080,0,0,13150,0,-500,-3.70,72622,13000,5,0.00,000020,-500,-3.70,-3.70,19870212,13000,5,-2.59,-350,0,5,0.02,0,5,500,13000,440.00
7605,200,0,0,13990,0,-500,-0.07,75415,13500,5,0.00,000020,-10,-3.57,-3.57,19870211,13990,5,-0.07,-10,0,5,0.00,0,5,500,13500,100.00
7606,100,0,0,14000,0,-500,-3.45,78208,14000,5,0.00,000020,-500,-3.45,-3.45,19870210,14000,5,-3.45,-500,0,5,0.00,0,5,500,14000,-92.19
7607,1280,1,0,15000,0,-390,0.74,81001,14500,2,0.00,000020,110,-2.62,-2.62,19870209,15000,5,0.74,110,0,5,0.02,0,2,390,14500,28.00
7608,1000,0,0,14890,0,-10,-0.07,83180,14890,5,0.00,000020,-10,-0.07,-0.07,19870207,14890,5,-0.07,-10,0,5,0.02,0,5,10,14890,426.32
7609,190,0,0,14900,0,-600,-3.87,83236,14900,5,0.00,000020,-600,-3.87,-3.87,19870206,14900,5,-3.87,-600,0,5,0.00,0,5,600,14900,-95.59
7610,4310,2,0,16000,0,300,5.26,86588,15500,2,0.00,000020,800,1.97,1.97,19870205,16000,2,5.26,800,0,2,0.08,0,2,300,15500,-14.99
7611,5070,2,0,15200,0,-400,-2.74,84912,14200,2,0.00,000020,-400,-2.74,4.11,19870204,14200,2,4.11,600,0,5,0.09,0,5,600,15200,74.23
7612,2910,1,0,14800,0,-800,-3.90,81560,14600,5,0.00,000020,-600,-5.19,-5.19,19870203,14800,5,-3.90,-600,0,5,0.05,0,5,800,14600,-62.84
7613,7830,4,0,15500,0,-600,-0.06,86029,14900,3,0.00,000020,-10,-3.87,-0.65,19870202,15490,5,0.00,0,0,5,0.14,0,5,100,15400,59.47
7614,4910,2,0,15500,0,600,4.03,86588,15500,2,0.00,000020,600,4.03,4.03,19870131,15500,2,4.03,600,0,2,0.09,0,2,600,15500,-41.62
7615,8410,4,0,14900,0,300,2.17,83236,14600,2,0.00,000020,310,2.10,4.20,19870130,14610,2,4.20,600,0,2,0.15,0,2,600,14900,-41.68
7616,14420,6,0,14300,0,-600,-4.38,79884,13100,2,0.00,000020,-600,-4.38,4.38,19870128,13100,2,4.38,600,0,5,0.26,0,5,600,14300,170.54
7617,5330,2,0,13700,0,600,4.58,76532,13700,2,0.00,000020,600,4.58,4.58,19870127,13700,2,4.58,600,0,2,0.10,0,2,600,13700,-43.48
7618,9430,4,0,13100,0,600,4.80,73180,13100,2,0.00,000020,600,4.80,4.80,19870126,13100,2,4.80,600,0,2,0.17,0,2,600,13100,138.13
7619,3960,2,0,12500,0,200,1.68,69829,12100,2,0.00,000020,200,1.68,5.04,19870124,12100,2,5.04,600,0,2,0.07,0,2,600,12500,-49.36
7620,7820,3,0,12000,0,100,0.88,66477,11500,2,0.00,000020,100,0.88,4.39,19870123,11500,2,5.26,600,0,2,0.14,0,2,500,11900,-8.96
7621,8590,3,0,11800,0,0,3.51,63684,11400,2,0.00,000020,400,0.00,0.00,19870122,11800,3,3.51,400,0,3,0.15,0,2,0,11400,-31.83
7622,12600,5,0,11450,0,440,5.53,63684,11290,2,0.00,000020,600,4.06,5.07,19870121,11450,2,5.53,600,0,2,0.23,0,2,550,11400,112.84
7623,5920,2,0,10850,0,600,5.85,60611,10850,2,0.00,000020,600,5.85,5.85,19870120,10850,2,5.85,600,0,2,0.11,0,2,600,10850,16.54
7624,5080,2,0,10250,0,10,4.06,57260,9860,2,0.00,000020,400,0.10,4.06,19870119,10250,2,4.06,400,0,2,0.09,0,2,400,10250,66.56
7625,3050,1,0,9860,0,0,0.10,55025,9850,2,0.00,000020,10,0.00,0.00,19870117,9860,3,0.10,10,0,3,0.05,0,2,0,9850,145.97
7626,1240,0,0,9900,0,-50,0.00,55025,9850,3,0.00,000020,0,-0.51,-0.51,19870116,9900,5,0.00,0,0,5,0.02,0,3,50,9850,-31.49
7627,1810,1,0,10000,0,-70,1.01,55304,9830,2,0.00,000020,100,-0.71,0.00,19870115,10000,3,1.01,100,0,5,0.03,0,2,0,9900,-29.30
7628,2560,1,0,10200,0,0,0.00,55304,9900,2,0.00,000020,0,0.00,0.00,19870114,9900,3,3.03,300,0,3,0.05,0,3,0,9900,-71.52
7629,8990,3,0,9950,0,50,3.66,55304,9600,2,0.00,000020,350,0.52,3.66,19870113,9900,2,4.19,400,0,2,0.16,0,2,350,9900,542.14
7630,1400,0,0,9550,0,400,4.37,53349,9550,2,0.00,000020,400,4.37,4.37,19870112,9550,2,4.37,400,0,2,0.03,0,2,400,9550,91.78
7631,730,0,0,9150,0,0,0.00,51115,9150,3,0.00,000020,0,0.00,0.00,19870110,9150,3,0.00,0,0,3,0.01,0,3,0,9150,0.00
7632,0,0,0,9150,0,10,0.11,51115,9150,2,0.00,000020,10,0.11,0.11,19870109,9150,2,0.11,10,0,2,0.00,0,2,10,9150,-100.00
7633,1580,0,0,9200,0,-60,0.00,51059,9140,3,0.00,000020,0,-0.65,-0.65,19870108,9200,5,0.00,0,0,5,0.03,0,3,60,9140,953.33
7634,150,0,0,9200,0,0,0.00,51394,9200,3,0.00,000020,0,0.00,0.00,19870107,9200,3,0.00,0,0,3,0.00,0,3,0,9200,0.00
7635,0,0,0,9200,0,0,0.00,51394,9200,3,0.00,000020,0,0.00,0.00,19870106,9200,3,0.00,0,0,3,0.00,0,3,0,9200,-100.00
7636,20,0,0,9200,0,0,0.00,51394,9200,3,0.00,000020,0,0.00,0.00,19870105,9200,3,0.00,0,0,3,0.00,0,3,0,9200,-90.00
7637,200,0,0,9200,0,0,0.00,51394,9200,3,0.00,000020,0,0.00,0.00,19861226,9200,3,0.00,0,0,3,0.00,0,3,0,9200,0.00
7638,0,0,0,9200,0,-10,-0.11,51394,9200,5,0.00,000020,-10,-0.11,-0.11,19861224,9200,5,-0.11,-10,0,5,0.00,0,5,10,9200,0.00
7639,0,0,0,9210,0,0,0.00,51450,9210,3,0.00,000020,0,0.00,0.00,19861223,9210,3,0.00,0,0,3,0.00,0,3,0,9210,-100.00
7640,300,0,0,9210,0,0,0.00,51450,9210,3,0.00,000020,0,0.00,0.00,19861222,9210,3,0.00,0,0,3,0.01,0,3,0,9210,0.00
7641,0,0,0,9210,0,0,0.00,51450,9210,3,0.00,000020,0,0.00,0.00,19861220,9210,3,0.00,0,0,3,0.00,0,3,0,9210,-100.00
7642,500,0,0,9210,0,0,0.00,51450,9210,3,0.00,000020,0,0.00,0.00,19861219,9210,3,0.00,0,0,3,0.01,0,3,0,9210,66.67
7643,300,0,0,9210,0,0,0.00,51450,9210,3,0.00,000020,0,0.00,0.00,19861218,9210,3,0.00,0,0,3,0.01,0,3,0,9210,0.00
7644,0,0,0,9210,0,10,0.11,51450,9210,2,0.00,000020,10,0.11,0.11,19861217,9210,2,0.11,10,0,2,0.00,0,2,10,9210,-100.00
7645,1490,0,0,9200,0,-190,-2.07,51394,9000,2,0.00,000020,-190,-2.07,0.11,19861216,9000,2,0.11,10,0,5,0.03,0,5,10,9200,0.00
7646,0,0,0,9190,0,0,0.00,51338,9190,3,0.00,000020,0,0.00,0.00,19861215,9190,3,0.00,0,0,3,0.00,0,3,0,9190,0.00
7647,0,0,0,9190,0,0,0.00,51338,9190,3,0.00,000020,0,0.00,0.00,19861213,9190,3,0.00,0,0,3,0.00,0,3,0,9190,0.00
7648,0,0,0,9190,0,-10,-0.11,51338,9190,5,0.00,000020,-10,-0.11,-0.11,19861212,9190,5,-0.11,-10,0,5,0.00,0,5,10,9190,-100.00
7649,300,0,0,9200,0,0,0.00,51394,9200,3,0.00,000020,0,0.00,0.00,19861211,9200,3,0.00,0,0,3,0.01,0,3,0,9200,0.00
7650,0,0,0,9200,0,0,0.00,51394,9200,3,0.00,000020,0,0.00,0.00,19861210,9200,3,0.00,0,0,3,0.00,0,3,0,9200,-100.00
7651,10,0,0,9200,0,-80,-0.86,51394,9200,5,0.00,000020,-80,-0.86,-0.86,19861209,9200,5,-0.86,-80,0,5,0.00,0,5,80,9200,0.00
7652,0,0,0,9280,0,-10,-0.11,51841,9280,5,0.00,000020,-10,-0.11,-0.11,19861208,9280,5,-0.11,-10,0,5,0.00,0,5,10,9280,-100.00
7653,10000,3,0,9290,0,-10,-0.11,51897,9290,5,0.00,000020,-10,-0.11,-0.11,19861206,9290,5,-0.11,-10,0,5,0.18,0,5,10,9290,669.23
7654,1300,0,0,9300,0,-150,0.00,51953,9000,2,0.00,000020,0,-1.64,1.64,19861205,9150,2,1.64,150,0,5,0.02,0,3,150,9300,333.33
7655,300,0,0,9150,0,0,0.00,51115,9150,3,0.00,000020,0,0.00,0.00,19861204,9150,3,0.00,0,0,3,0.01,0,3,0,9150,0.00
7656,0,0,0,9150,0,0,0.00,51115,9150,3,0.00,000020,0,0.00,0.00,19861203,9150,3,0.00,0,0,3,0.00,0,3,0,9150,0.00
7657,0,0,0,9150,0,0,0.00,51115,9150,3,0.00,000020,0,0.00,0.00,19861202,9150,3,0.00,0,0,3,0.00,0,3,0,9150,0.00
7658,0,0,0,9150,0,0,0.00,51115,9150,3,0.00,000020,0,0.00,0.00,19861201,9150,3,0.00,0,0,3,0.00,0,3,0,9150,0.00
7659,0,0,0,9150,0,0,0.00,51115,9150,3,0.00,000020,0,0.00,0.00,19861129,9150,3,0.00,0,0,3,0.00,0,3,0,9150,0.00
7660,0,0,0,9150,0,0,0.00,51115,9150,3,0.00,000020,0,0.00,0.00,19861128,9150,3,0.00,0,0,3,0.00,0,3,0,9150,0.00
7661,0,0,0,9150,0,-340,-3.58,51115,9150,5,0.00,000020,-340,-3.58,-3.58,19861127,9150,5,-3.58,-340,0,5,0.00,0,5,340,9150,-100.00
7662,10000,3,0,9490,0,-10,-0.11,53014,9490,5,0.00,000020,-10,-0.11,-0.11,19861126,9490,5,-0.11,-10,0,5,0.18,0,5,10,9490,0.00
7663,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861125,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7664,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861124,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7665,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861122,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7666,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861121,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7667,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861120,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7668,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861119,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7669,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861118,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7670,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861117,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7671,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861115,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7672,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861114,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7673,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861113,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7674,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861112,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7675,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861111,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7676,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861110,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7677,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861108,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7678,0,0,0,9500,0,-100,-1.04,53070,9500,5,0.00,000020,-100,-1.04,-1.04,19861107,9500,5,-1.04,-100,0,5,0.00,0,5,100,9500,0.00
7679,0,0,0,9600,0,0,0.00,53628,9600,3,0.00,000020,0,0.00,0.00,19861106,9600,3,0.00,0,0,3,0.00,0,3,0,9600,-100.00
7680,30,0,0,9600,0,0,0.00,53628,9600,3,0.00,000020,0,0.00,0.00,19861105,9600,3,0.00,0,0,3,0.00,0,3,0,9600,0.00
7681,0,0,0,9600,0,0,0.00,53628,9600,3,0.00,000020,0,0.00,0.00,19861104,9600,3,0.00,0,0,3,0.00,0,3,0,9600,-100.00
7682,560,0,0,9600,0,0,0.00,53628,9500,2,0.00,000020,0,0.00,1.05,19861103,9500,2,1.05,100,0,3,0.01,0,3,100,9600,0.00
7683,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861101,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7684,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861031,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7685,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861030,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7686,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861029,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7687,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861028,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7688,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861027,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7689,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861025,9500,3,0.00,0,0,3,0.00,0,3,0,9500,0.00
7690,0,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861024,9500,3,0.00,0,0,3,0.00,0,3,0,9500,-100.00
7691,700,0,0,9500,0,0,0.00,53070,9500,3,0.00,000020,0,0.00,0.00,19861023,9500,3,0.00,0,0,3,0.01,0,3,0,9500,133.33
7692,300,0,0,9500,0,50,0.55,53070,9150,2,0.00,000020,50,0.55,4.40,19861022,9150,2,4.40,400,0,2,0.01,0,2,400,9500,0.00
7693,0,0,0,9100,0,0,0.00,50835,9100,3,0.00,000020,0,0.00,0.00,19861021,9100,3,0.00,0,0,3,0.00,0,3,0,9100,0.00
7694,0,0,0,9100,0,0,0.00,50835,9100,3,0.00,000020,0,0.00,0.00,19861020,9100,3,0.00,0,0,3,0.00,0,3,0,9100,0.00
7695,0,0,0,9100,0,0,0.00,50835,9100,3,0.00,000020,0,0.00,0.00,19861018,9100,3,0.00,0,0,3,0.00,0,3,0,9100,0.00
7696,0,0,0,9100,0,0,0.00,50835,9100,3,0.00,000020,0,0.00,0.00,19861017,9100,3,0.00,0,0,3,0.00,0,3,0,9100,0.00
7697,0,0,0,9100,0,0,0.00,50835,9100,3,0.00,000020,0,0.00,0.00,19861016,9100,3,0.00,0,0,3,0.00,0,3,0,9100,-100.00
7698,80,0,0,9100,0,-190,-2.05,50835,9100,5,0.00,000020,-190,-2.05,-2.05,19861015,9100,5,-2.05,-190,0,5,0.00,0,5,190,9100,0.00
7699,0,0,0,9290,0,0,0.00,51897,9290,3,0.00,000020,0,0.00,0.00,19861014,9290,3,0.00,0,0,3,0.00,0,3,0,9290,0.00
7700,0,0,0,9290,0,0,0.00,51897,9290,3,0.00,000020,0,0.00,0.00,19861013,9290,3,0.00,0,0,3,0.00,0,3,0,9290,0.00
7701,0,0,0,9290,0,0,0.00,51897,9290,3,0.00,000020,0,0.00,0.00,19861011,9290,3,0.00,0,0,3,0.00,0,3,0,9290,0.00
7702,0,0,0,9290,0,0,0.00,51897,9290,3,0.00,000020,0,0.00,0.00,19861010,9290,3,0.00,0,0,3,0.00,0,3,0,9290,-100.00
7703,110,0,0,9290,0,440,4.97,51897,9290,2,0.00,000020,440,4.97,4.97,19861008,9290,2,4.97,440,0,2,0.00,0,2,440,9290,0.00
